time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-05-22 00:00:00+00:00,,,20,5
2023-05-23 00:00:00+00:00,1.0,1.0,16,3
2023-05-24 00:00:00+00:00,2.0,1.0,3,2
2023-05-25 00:00:00+00:00,1.0,1.0,6,4
2023-05-26 00:00:00+00:00,,,25,5
2023-05-27 00:00:00+00:00,,,1,1
2023-05-28 00:00:00+00:00,,,12,3
2023-05-29 00:00:00+00:00,1.0,1.0,1,1
2023-05-30 00:00:00+00:00,,,18,2
2023-05-31 00:00:00+00:00,,,7,4
2023-06-01 00:00:00+00:00,,,3,3
